ID,SalePrice
1461,119597.58175063801
1462,154287.0929122927
1463,185728.0390772412
1464,196488.92562641352
1465,192191.44600646684
1466,172085.31770958076
1467,177581.4914173411
1468,164803.79722028697
1469,181635.66972941873
1470,122978.96717659278
1471,197801.83699069373
1472,95607.47961636542
1473,94909.75662471117
1474,147749.97675748705
1475,113342.75848607584
1476,377470.9636804774
1477,248859.006239364
1478,281566.4633364461
1479,287477.72977839067
1480,497932.81508415384
1481,321528.84638653166
1482,204977.75868040483
1483,178576.60779466663
1484,163877.5383158827
1485,180915.41085411128
1486,196215.9285034146
1487,335329.35979697463
1488,231271.46045155116
1489,199698.7320506655
1490,239490.6768142091
1491,193725.01801844913
1492,89945.78933916922
1493,175876.38472890964
1494,290976.6332079711
1495,283128.62014126114
1496,239305.64994786947
1497,183445.76859625636
1498,165046.41930679246
1499,160787.50601049035
1500,155525.9646763223
1501,176504.3158956558
1502,144342.81568719633
1503,287865.19130228995
1504,238938.98922332775
1505,226875.4743168961
1506,187520.46405211382
1507,259413.57102418612
1508,200215.65490264032
1509,158812.1225123885
1510,144377.96554982173
1511,152182.52241893654
1512,176774.47486468995
1513,142468.82091957325
1514,155157.6464176691
1515,200105.9703288464
1516,149918.3900109532
1517,163580.7618871261
1518,130187.04306475105
1519,218508.00764292513
1520,130876.19190706266
1521,134482.59430962979
1522,173558.3433215854
1523,113149.98194611719
1524,124255.99746833643
1525,121922.85696711979
1526,110840.70008405294
1527,103703.80046301
1528,135826.4477385421
1529,149115.15739589505
1530,174187.36836386417
1531,106319.31352654299
1532,96134.49064800264
1533,145815.24964521395
1534,125725.04516390461
1535,153085.50230611485
1536,105946.25867943098
1537,61730.53546652979
1538,144448.08947958157
1539,192914.52169489337
1540,93487.00861219021
1541,138416.8801424089
1542,139856.4585011789
1543,198286.90483997957
1544,83582.69814882329
1545,109679.84581100845
1546,131010.79556591102
1547,135957.8286101674
1548,135954.37183113475
1549,113774.70463271017
1550,134723.5698660343
1551,110150.15370829067
1552,137284.4042714094
1553,147565.58468570205
1554,113609.78949721916
1555,163255.72680858432
1556,84357.98037204592
1557,107216.25287740264
1558,98294.002222962
1559,69096.7375199787
1560,132405.61449297803
1561,131402.22753206478
1562,129721.25194496351
1563,120762.5021914491
1564,163358.98810672882
1565,146315.50733741804
1566,230035.19497177753
1567,74830.24028869279
1568,233597.81463114393
1569,134445.8109670834
1570,135597.52097110538
1571,120227.08523762834
1572,145882.99545864278
1573,247827.4825657408
1574,116489.51770556645
1575,227047.56121847883
1576,248409.4309784619
1577,188847.2978695091
1578,145160.31372723103
1579,145201.39401915635
1580,190841.1135782864
1581,150205.394466821
1582,123842.63266065007
1583,313269.4695104127
1584,224833.74744302413
1585,139660.3241029897
1586,68875.57169104063
1587,98814.64040064556
1588,151279.9806529779
1589,98899.02013725683
1590,135642.2887806285
1591,94545.03484917017
1592,117653.43642963661
1593,123910.06306613315
1594,131234.48947999848
1595,106770.42273574974
1596,235656.64047694032
1597,189964.71969313125
1598,214310.26300450327
1599,161359.62713212628
1600,159849.524576413
1601,65480.517498757035
1602,113748.6623653743
1603,77938.93669143076
1604,262952.7360159228
1605,241108.27346168828
1606,167886.4953406142
1607,170672.67916114698
1608,214893.1403677348
1609,186521.13373656257
1610,152313.3298136613
1611,135835.3872434566
1612,172455.88343711745
1613,165857.52416193514
1614,122201.98228123231
1615,89237.31750046143
1616,74007.67078055578
1617,91594.41364186925
1618,125111.48449218429
1619,138399.05894120646
1620,156580.62051986682
1621,138153.78775617955
1622,139813.35544107415
1623,268185.2686689639
1624,215311.09265475196
1625,118523.70760558161
1626,163431.06176825074
1627,193354.06936466854
1628,274135.03790289623
1629,178128.05012884652
1630,371946.029995496
1631,216655.6106780019
1632,237020.05988385473
1633,169753.63149835242
1634,186646.90140527507
1635,177457.94055706027
1636,152038.65374412335
1637,202661.01257102675
1638,182216.76307086548
1639,182666.76201665972
1640,262707.80139596126
1641,176402.79307209357
1642,233369.73151887942
1643,217398.66120160965
1644,230214.59449047633
1645,205124.70606493103
1646,157903.3995922247
1647,154815.7503013636
1648,130887.02345995704
1649,139844.395666166
1650,113423.08444012438
1651,122561.64653943625
1652,96320.15912721759
1653,98737.00325272382
1654,144998.82208432473
1655,140087.51531494845
1656,142112.61121155892
1657,146448.92937904526
1658,144470.75472055425
1659,118397.89402884535
1660,154126.51574555496
1661,460329.9781657294
1662,402156.9476771715
1663,387861.40592906385
1664,501704.96813332883
1665,307256.9612378173
1666,330559.7220042367
1667,386740.69669355825
1668,345334.7988887795
1669,295662.5648738489
1670,351020.8552541525
1671,266637.1027431175
1672,452073.5079494479
1673,294905.6706697301
1674,243268.1217425783
1675,195042.77324043296
1676,194092.75558016723
1677,221749.03604349203
1678,480829.5948643702
1679,397002.76519971417
1680,341011.6495426453
1681,245263.97027312187
1682,304172.9937171098
1683,181727.8177284695
1684,172244.8333393083
1685,172394.2914598125
1686,167782.86380661902
1687,167782.7528589417
1688,191415.97910220217
1689,194139.10995210288
1690,193875.15238533827
1691,181010.53006081432
1692,258704.8318113275
1693,164819.31800006417
1694,181509.43710121152
1695,164065.24492434046
1696,275906.14222995355
1697,167113.60192083428
1698,357813.8098107701
1699,318283.2744301391
1700,252296.11723814596
1701,266225.7827381876
1702,247918.6349371126
1703,244324.82541272487
1704,280723.9338158175
1705,230083.44885193586
1706,448522.4966326132
1707,216628.84541403502
1708,204809.63694023632
1709,267036.6783457795
1710,219642.7863757895
1711,265655.1382060391
1712,263178.66615064733
1713,278651.7219663289
1714,223115.0041718019
1715,205305.62471932982
1716,185038.90314244415
1717,170201.39755426795
1718,134792.1786326803
1719,200243.57773737996
1720,238907.29330465582
1721,164437.98888310182
1722,126071.65307145662
1723,154709.63633937037
1724,213125.2487284197
1725,237962.96760626492
1726,188782.22175635555
1727,158209.2727749261
1728,175234.2342869169
1729,166383.04322935714
1730,155788.6268664443
1731,122048.07690630203
1732,127739.8622635227
1733,116708.7390777063
1734,120744.3849514452
1735,128238.96429508094
1736,111919.27555936207
1737,292832.4333889309
1738,236787.26505283604
1739,268579.34135420027
1740,227336.10075026003
1741,195299.84170381288
1742,174424.19408400034
1743,177300.11703352077
1744,308698.1626345382
1745,223094.36325547253
1746,177413.99120093623
1747,210276.04118153828
1748,230936.55212566222
1749,146702.8500505229
1750,126018.5501114105
1751,245482.26051334053
1752,118335.25286381101
1753,148880.97585462025
1754,187406.0298407366
1755,169396.36861966233
1756,128798.14377550237
1757,122342.96113533317
1758,143326.14333498516
1759,158744.80493049877
1760,163382.92973583378
1761,142279.42608154946
1762,182253.11055837746
1763,174822.5772677848
1764,114075.88841484288
1765,167760.4762659774
1766,186710.80193239034
1767,230814.39099643845
1768,142836.90998941177
1769,170589.4378643226
1770,148047.63320073058
1771,123329.46017401142
1772,132427.0475284036
1773,126517.23026832138
1774,140922.9532813141
1775,138743.251672878
1776,123389.55120274964
1777,115523.79702496748
1778,138676.4473745299
1779,115379.6382284893
1780,173762.75553972216
1781,126950.75126088559
1782,89135.61076377999
1783,141443.52321487767
1784,103127.85548199409
1785,120846.0730140919
1786,134433.78733797045
1787,164199.33896461496
1788,59319.39903795589
1789,95567.3690969529
1790,75990.4105052931
1791,182611.298975953
1792,161354.294756983
1793,128094.29687179704
1794,150706.60652818612
1795,134765.5348771867
1796,120708.97568601197
1797,113140.22914961114
1798,123830.94321900516
1799,111528.89154187027
1800,131769.05891432005
1801,129594.22383539885
1802,128924.16362544463
1803,147238.95925330583
1804,144620.97493367817
1805,136544.507030735
1806,122488.07472771184
1807,127491.5189097895
1808,117077.42899460193
1809,119155.7398544466
1810,140299.25935830345
1811,97975.43981573674
1812,98333.22827081346
1813,121796.52407018548
1814,97275.86468464619
1815,53771.62427535719
1816,98474.02890254736
1817,109635.76174304564
1818,151149.15248989104
1819,123726.15250793664
1820,55839.062976442634
1821,111217.12774578443
1822,148523.04768173807
1823,44920.79064033457
1824,134354.9880629461
1825,133886.6498755269
1826,101707.49466087914
1827,100473.93200644078
1828,134724.99184121922
1829,113270.86963267425
1830,143152.49213709205
1831,142089.14397202933
1832,78395.83470782267
1833,138094.64738084225
1834,116848.06099841291
1835,117944.05409896065
1836,127149.86291764176
1837,90285.67830628928
1838,122211.49680250713
1839,97568.09312167235
1840,145133.87384532508
1841,135535.64931740073
1842,84669.24261419941
1843,128435.9615783558
1844,132356.68207712178
1845,141093.50840870853
1846,153105.42395380023
1847,164278.30704558874
1848,53010.84964091535
1849,110317.11049835796
1850,116268.96086706923
1851,156082.8719328865
1852,124303.98607230968
1853,130049.46081991235
1854,168252.12605088795
1855,147804.06002480417
1856,222844.3740277618
1857,151571.909303425
1858,137930.79770452704
1859,116474.02437724135
1860,148960.22469493796
1861,116022.78387546176
1862,295896.9902684982
1863,282308.3459792002
1864,282494.62289657095
1865,330890.5453935892
1866,332179.54952995747
1867,232075.6333440191
1868,306495.013249739
1869,203553.06568027567
1870,228007.04971001853
1871,243437.41999947085
1872,172998.82204650657
1873,238499.62548943318
1874,145124.25202850407
1875,196762.85719121428
1876,197485.98814274464
1877,211015.67754867263
1878,205269.53840883088
1879,128178.01353800559
1880,133653.70352738694
1881,248234.19186918624
1882,247270.4893633296
1883,189202.71693949006
1884,207071.07891149612
1885,237624.65677361403
1886,288657.82764228416
1887,209194.19194244093
1888,274823.30022740166
1889,165066.69483992376
1890,119288.85461013445
1891,132574.87978924724
1892,100038.71655923559
1893,131271.09910618924
1894,125004.24790104391
1895,133271.31107399752
1896,126352.66354141015
1897,112925.43194621528
1898,112382.84747267149
1899,157582.91331775632
1900,148470.64082344953
1901,169315.5174825766
1902,147668.32456072097
1903,211335.5132817597
1904,139083.13462285287
1905,196375.65996755465
1906,162627.46407152622
1907,204854.11494150996
1908,108787.1557747125
1909,134810.4671815487
1910,120501.46569716145
1911,217745.83416921433
1912,329489.6657425673
1913,145470.74891732133
1914,61698.505062713215
1915,313120.47470022354
1916,63106.01526524163
1917,250396.8539209419
1918,140957.95062741067
1919,177267.2084968013
1920,155008.0425444546
1921,416786.30221294565
1922,315795.60809597734
1923,227836.58709914805
1924,222226.7696938928
1925,197439.91100167407
1926,395655.0637728992
1927,132844.7502051752
1928,152331.25587788224
1929,127605.75834137245
1930,128626.53455647081
1931,147017.20955476537
1932,140849.7977319363
1933,179931.47255841352
1934,180950.22430876925
1935,172207.55624391636
1936,188906.51082582603
1937,182378.68440731766
1938,174560.56068881365
1939,236553.77600102837
1940,189601.58885096933
1941,170092.92537307393
1942,187808.53597085213
1943,203990.2888715947
1944,355374.96610640775
1945,391587.1714006167
1946,141425.67722751372
1947,306331.03373215336
1948,171488.57218034234
1949,247600.96743633354
1950,183699.8653628159
1951,252227.8745628291
1952,212283.86129501215
1953,168305.65101886413
